	Sample_15843	Sample_21410	Sample_21411	Sample_21412	Sample_22794	Sample_3247	Sample_502	Sample_6076	Sample_7459	Sample_8880
AAGAB	7.22848919783378	7.09817931889811	7.13893638195099	6.99652378257222	7.14366918911371	7.10834344041021	7.10880235071332	7.18557366020034	7.31727836020612	7.01874439028929
AAK1	6.77889621820514	6.4924123194279	6.52156942540528	6.55430789900549	6.62535713840213	6.67113484134979	6.52388270179461	6.5320802755546	6.6035969099163	6.73027357970308
AAMDC	6.20623975681865	6.2849543319498	6.36903172059485	6.28284501097814	6.36181935964185	6.54367383699352	6.22242621314109	6.29393828335419	6.30865880565476	6.17490087860996
AAMP	8.8281363605497	8.41138573475248	8.24654581253506	8.031464467655	8.45627530213439	7.99718669769991	8.34459548140039	8.34689805775574	8.46033799911452	8.476587591068
AANAT	3.8539594273982	3.89485277773925	3.78343908728366	3.59118355286196	3.5786086840309	3.6219154175581	3.84594658929749	3.47246333838948	3.70901619814671	3.75174615964872
AAR2	7.46294617045282	7.93186667943922	7.85990136695797	7.63442446131046	7.72254901396113	7.79848882143255	7.71229449484391	7.7412717740176	7.73278660156315	7.64801927819383
AARS	8.14511334840454	8.32043396895094	8.41801259493812	8.20995507125775	8.1622131832762	8.35346644076735	8.25136618430343	8.37019111950879	8.30898742015559	8.25371329827451
AARS2	7.10046025268655	6.9861366868213	6.96199207664391	6.99757348712314	6.98084886589496	6.98815636240055	7.03740678604892	6.94654865396251	7.07323055219473	6.95882157547458
AASDH	7.47008080168061	7.44227084797456	7.56569523274257	7.53808889361473	7.39513275038995	7.65016025230065	7.67683759990515	7.52552682448408	7.32945637947294	7.5215395331
AASDHPPT	8.4374271971182	9.02551916393365	8.91552034569609	8.79677656220646	9.07049165469073	9.17827250927369	8.74719713592379	8.80128085118027	8.87947572511077	8.81572879631806
AASS	4.37486280282315	4.40834608506317	4.34082972318829	4.04252889626626	4.84136615032565	5.17254175085267	3.838936811384	3.91612948553608	4.40708768532004	4.61799265706497
AATBC	4.10132635968093	5.62936636073886	4.74626835051249	4.86344562226655	5.03611708316792	5.73066072112642	6.64676517681438	8.70662016338532	4.86489698254149	5.83027111198295
AATF	8.84901386088034	8.57053815521373	8.50613767073739	8.57344329521707	8.69879297030424	8.4643818289293	8.59639340246121	8.86116455701273	8.93595081218175	8.47388119930889
AATK	6.84457754558994	6.96035233544433	7.13073046967295	6.84325257373929	7.25694815246964	6.77407118935841	7.15170074114446	7.12136540209488	7.26009248483553	7.43087735905896
ABAT	5.57622622223995	6.10992586511811	5.68178437169894	6.10820502965015	6.0136859029968	6.01715626358907	5.9094795741674	5.80953038061786	5.69061315120678	6.03554303174542
ABCA1	4.2235712910894	4.10395105580176	4.13016709562405	4.57856633808751	4.07632928595275	4.23938372213912	4.2232995230055	4.19344831037976	3.97313064861526	4.01391011711636
ABCA11P	5.44848751191934	5.24367064948492	5.28678543782766	5.32909830632229	5.4056165676191	5.21389439929606	5.22590832742828	5.17938031040168	5.03386661261687	5.404185435038
ABCA12	3.19300641747536	3.34337586716537	3.18484988348432	3.32011912561966	3.19118004722311	3.25412893725974	3.31954160070268	3.26359572332043	3.2291465902597	3.26123460972663
ABCA13	2.9879841992441	2.91999569162666	2.97376179968671	2.95249166435964	2.92955884035847	3.11682964658648	2.91614561755286	2.88645804016307	2.90320560523311	2.88985218835541
ABCA17P	4.83843730870392	4.24096296933044	4.39971556482703	4.67201280802357	4.44880248712388	4.08721477954103	4.22556536942291	4.21364782348701	3.98653413453982	4.40226976583986
ABCA2	6.51381241299216	6.55075280556045	6.94938518108999	7.15492076335381	6.88065544790753	6.96165190883036	6.89070167793389	6.77307254126869	6.5286827094028	6.8035786948304
ABCA3	5.96320848496985	5.46979471069085	5.72464802296703	5.73103651650924	5.58400668037987	5.6357032210851	5.73129399565714	5.95178538246456	5.84497244952374	5.90984907182191
ABCA4	4.11304957848211	4.34850606368273	4.55369340661058	4.50287898262306	4.40939144032316	4.38609293908721	4.31972053272262	4.53706292580778	4.36311503669581	4.49145904133124
ABCA5	7.78990265895382	7.41302603954909	7.18595256035322	7.97427208155007	7.80115055392974	7.54253170837488	7.52348484448839	7.22115113830509	7.71749912449512	7.4906812578748
ABCA6	3.43087294992248	3.62857579846028	3.56720219033028	3.71261837918756	3.32367457425744	3.50824663897018	3.53763481330549	3.60120580764555	3.55031236714746	3.46976614369414
ABCA7	7.16877115652416	6.905935929096	6.90892495274303	6.13006308783508	6.97288168384437	6.51518522309085	6.51532316049087	6.76353607509268	6.41416607658239	6.79742758945097
ABCA8	3.73026099549815	3.60888167425609	3.65465691770614	3.67180582384951	3.73080039947253	3.71578179982478	3.59397580327662	3.65008907646342	3.66719268057891	3.67810671749596
ABCA9	3.92382919209764	3.65920038397452	3.83904200822705	3.84285225820574	3.58213944195929	3.58155590639902	3.65510437193621	3.78247964563253	3.77827356289475	3.73231974779467
ABCB1	7.19123179379503	7.08247637033254	7.14803350421348	8.26541203379491	7.60796964904753	7.16024934750291	7.57896294187666	7.04117308973663	6.63405415005522	6.67322904325462
ABCB10	8.5722447574305	8.65011696010073	8.0598491164643	8.58728357034886	8.29219860322639	8.22928785802074	8.29397748775698	8.40259765401003	8.19479204747803	8.24457737769015
ABCB11	3.81550409537029	3.78319270394109	3.8652295140632	3.82233667415827	3.7367350223412	3.58546879107834	3.81590095068214	3.64998829489079	3.93391662379168	3.68522989944812
ABCB4	3.83102735958466	3.81812005596302	4.01801479659003	4.0128817984624	3.93667677617846	3.95035078635406	3.85375651985257	4.07879465605166	4.06189354790228	3.90998163220182
ABCB5	4.45656108313111	4.24867280202193	4.25151696073338	4.34800040369088	4.16654486390185	4.07227975006102	4.27660717155203	4.25582317164129	4.14193496919021	4.28546052587712
ABCB7	7.35138924583901	7.42890423366912	7.21138612208759	7.17686589562853	7.11307294416831	7.40812214561663	7.20401452133368	7.10927132097733	7.2272895229305	7.23197404820516
ABCB8	5.42680033271391	5.48779312814364	5.62152916791059	5.53684063854068	5.27645449363314	5.4272885672775	5.47201037363944	5.3873753139686	5.37277556611416	5.45354557142608
ABCB9	4.83863150609625	4.46054914937906	4.61212216293589	4.75489622872449	4.68358349657238	4.7201540458263	4.67247870902609	4.70547867872679	4.60134607161789	4.62797398596041
ABCC1	7.46691141568454	7.45724431090827	7.63172595641482	8.15590873227227	7.44735775217458	7.68310296975399	7.46746541164798	7.61887808341399	7.49552459085916	7.69440991908448
ABCC10	8.12503059122777	8.48196373054869	8.32875414276448	8.2241892593867	8.27036606091782	8.42439886389993	8.28204446053134	8.38574615603601	8.54945605134681	8.29368333473565
ABCC11	4.74789937389402	4.62974475600776	4.78664125576012	4.86637987905219	4.70241865814127	4.73482555023373	4.76926262853373	4.78877594327462	4.87975502180291	4.62008552224057
ABCC12	4.05925339296598	3.95041897830278	3.91020155438722	4.03649055652086	3.85327226705067	3.87568729573345	3.88789751464469	3.88143230541474	3.9778207922335	3.79062724316094
ABCC13	4.05764968300772	3.96635039605348	4.00669125405463	3.88296258596739	3.93535913501785	3.95236350113968	4.00741873456458	4.00552238713712	3.9614303245661	3.99741642221609
ABCC2	4.98550906309061	4.72124959376799	4.76049801670886	4.69012843887691	4.68772975275847	4.82214388933434	5.31510594381626	4.80739511892497	4.54997968459932	4.71482929621492
ABCC3	5.31945468394469	5.2045260035897	5.29747798429918	5.25208168943991	5.31472551183657	5.20626065641886	5.22815420333789	5.55063656126182	5.16413132768291	5.270655648695
ABCC4	5.8924660544441	5.11270369654819	4.96960502377539	4.76931133599593	4.84159780403846	5.09208930677577	5.07884027786732	5.14669279068662	4.92517593860816	5.02762234567391
ABCC5	6.08116439878519	6.06977040218448	6.25754993918501	6.3115892617493	6.20664034906215	6.31375370995189	6.28235517698349	6.12961110764367	6.26340725230118	6.16844282449087
ABCC6	4.37161312883087	4.26187683726523	4.29160218135542	4.22661973359298	4.27391025142699	4.25643040571701	4.34415913270936	4.21533278180472	4.5305240197532	4.3581167173663
ABCC6P1	3.68004920586255	3.33992443582419	3.33517026993316	3.46002908029101	3.49312855630587	3.3487103470804	3.47130842726095	3.65001613171956	3.47855490788507	3.55353309232609
ABCC8	5.66510255448929	5.64270267754737	5.82118389659861	5.27557036566596	5.39535649766433	5.27925550998797	5.5931023357476	5.63693768902178	5.73363585015426	5.97613244728405
ABCC9	4.0014609450443	3.86526284801457	3.85154012928534	3.89388625418307	3.87155410516092	3.77701837518881	3.95552321984272	3.84039692131645	4.06121538417735	3.92461677274867
ABCD1	6.21017510180148	6.06000477447489	6.14411707002185	6.00518010104603	6.26009253923828	5.88312772751609	6.24423321899224	6.14489623730848	6.26179428197958	5.9157964840619
ABCD1P2	4.02950655917343	4.31025010644777	4.40034333284158	4.08174503065996	3.92152446548576	3.95792331717305	4.00299946427056	4.28122513677102	4.13621330220874	3.98047521017798
ABCD2	4.53936290605836	4.19072442979551	4.04707838258264	4.17553956377268	4.54032509587768	4.64904845040185	4.20437545593148	3.74295669016745	3.93561072421584	4.82781938813072
ABCD3	7.71768256238751	7.37188908342563	7.03659391505454	7.60716949510631	7.53924227278119	6.82964855246574	7.43389686739937	7.17992276512062	7.51864664716537	7.22349480704356
ABCD4	6.30922717388331	6.2283792288355	6.34692824559754	6.30811498846364	6.53980542090044	6.4154091984603	6.35918187049077	6.31337577468732	6.54555129603914	6.50319180572882
ABCE1	8.65066445086166	8.96319065385187	8.28567584378254	8.56839892894528	8.43641749140717	8.66266127853801	8.30848699263272	8.25353481132231	8.24703705259793	8.30873123743045
ABCF1	8.42478146297446	8.49451101256226	8.67024123199834	8.5543118090397	8.59018908578949	8.52380969921848	8.58715186388876	8.55321252250627	8.76527407204994	8.62790859274772
ABCF2	6.95192340840576	6.91939392091244	6.73333895981448	6.87271125792485	6.92753200642823	6.71098408445359	6.79489973031541	6.79474966452693	6.89987780871203	6.96491785055393
ABCF3	6.89645641173904	6.81569632963601	6.99105706579634	6.75510709518455	6.83960372791721	6.69811903746323	6.90962399281855	6.73247159422828	6.90922845164654	7.02535954669953
ABCG1	5.98381528319826	5.89181174645814	5.98098003754714	6.47052889569639	6.31364593108668	6.02374548653127	5.61003427956089	5.45410531386116	6.07604239758783	5.65122214674455
ABCG2	4.85675252070234	4.42997183081014	4.52548762277955	4.50612951649102	4.4621598055396	4.41779054836471	4.56172596102229	5.03165762867011	4.59127644719929	4.4418822463529
ABCG4	4.49077785962744	4.72222540992886	5.219914946149	4.77317128769825	5.03915899121878	4.99886840805609	4.88966266508816	4.92757601431082	5.24592932530865	4.92030465558471
ABCG5	3.72787880601725	3.99287723630143	3.73731238821321	3.79196111644417	3.74873216243748	3.81713833020513	3.75794172924147	3.76960845417398	3.78974132940474	3.9722913871602
ABCG8	3.9845261999819	4.27394821036801	4.21945682594261	3.89836043255647	4.04904648572724	4.13892789617504	4.28310537136718	4.16426814311541	4.13736941016973	4.19541707139758
ABHD1	4.73567322297738	4.62624243606056	4.68362737416503	4.60481361562418	4.60717019529752	4.58724070176969	4.71745684554543	4.6960853229038	4.49700406966056	4.4653195853719
ABHD10	7.1428647839841	7.07878002612622	7.12670887643975	7.18250698412325	7.04814946078003	7.1038778245106	6.79011719496967	7.08379532209063	6.98304406210656	7.22476237709865
ABHD11	6.00433589111849	5.76677772615016	5.81940967454811	5.68271660724856	5.80672749890957	5.80251874866775	5.99971921860799	5.90121607263803	5.80876257176777	5.88658862492685
ABHD12	6.38681449720085	5.94878786625664	5.99203772384781	5.97334438087761	6.20574572796117	5.80542038667284	5.93977950256139	6.24442551124704	6.06730016565396	6.06136621062736
ABHD12B	3.54939466244724	3.28527267443111	3.1810770906975	3.38544170040465	3.09428284714893	3.23272789622191	3.19041112393272	3.18642158220771	3.31114837150536	3.12083046766741
ABHD13	6.89798694083921	6.2602939251085	5.57902463309793	6.3030937760561	6.65676904814982	6.39849790891231	5.8312439971644	5.99354648576572	5.70859506733989	5.97189978560352
ABHD14A	6.23796779867719	6.06552775062708	6.07635862074117	6.10021830834167	6.04464129058982	5.93516416310358	6.02488090351889	6.08998433716183	6.15605340207829	6.19087574205605
ABHD14B	8.5633247360851	8.22064899423345	8.52012173756571	8.41785530016318	8.3835962750545	8.32655187298492	8.18974578532927	8.51515312138803	8.25290312384032	8.61960917158794
ABHD15	6.4172760774147	6.89253958355735	6.65910252369273	6.13587751724753	6.66919697545862	6.50808524085709	6.51137888684101	6.37081913258788	6.17044295286142	6.48044786525009
ABHD16A	4.50271594827016	4.55949710317113	4.50721711824912	4.67364744649639	4.82080230446256	4.71802741153375	4.71611766028733	4.58774050580249	4.55724392291913	4.85448914676521
ABHD16B	4.2173033837166	4.10892269376286	3.93596757049794	4.09926357038706	3.93915565784577	4.07616881464628	3.93560824296426	3.87627540893398	4.36144701879416	3.89464794048654
ABHD17B	7.20184219823119	7.84389960440491	7.83523425897637	7.70648863574051	7.33090499368902	7.9319497509278	7.3157823181488	7.37250988748873	7.50494403160338	7.70562082650459
ABHD17C	5.85462815301023	5.94888357836581	5.86197012349928	5.59352844412826	5.94217431860345	5.79319197870387	5.95848590094966	5.90943656028145	6.02829480188886	5.86872405736027
ABHD18	7.5384104699854	7.74504597736991	7.45257586256431	7.74727578146753	7.52599639663671	7.60014952193728	7.41572143586744	7.3950976905492	7.35889542979735	7.68682128773081
ABHD2	6.62702568770675	6.60371766779949	6.95260344487572	6.58631378520249	6.7930334563633	6.96459493930224	6.90264541479029	6.96570329051912	6.8533690569832	6.72410448601167
ABHD3	9.52666749158886	9.84198760348031	9.66859469008781	9.97651854093282	9.69359777775146	10.0067675948218	9.80260320316295	9.67582236108398	9.67409233803148	9.86509568784122
ABHD4	5.78885847481961	6.03453184434438	5.89715239721331	5.7799572849595	5.83258934582825	5.83410679960333	6.0021668134287	5.84629418798405	5.77263710069154	5.72296159321136
ABHD5	5.87579791553681	5.92482586296956	5.9770309164057	5.43785652256977	5.62390428311546	5.72434893675623	6.5233582955609	5.99466712347913	6.03253023314407	5.83700298185719
ABHD6	4.95217647149937	5.14485587292703	5.21304039168522	4.9786046419109	5.0228822291756	5.16580716556747	5.33750310552318	5.13064733419486	4.93833298064863	5.29492835830541
ABHD8	4.71750376193876	4.8344825219261	4.60579439183474	4.88102103211511	4.69111785858586	4.75164470635437	4.55069928532254	4.79294003736719	4.48795317912153	4.73743005034856
ABI1	9.85901694687134	10.0239599693574	9.76667393197459	9.76448549237005	9.98181229169112	10.0270493499564	9.70943332333125	9.67556361049554	9.83506405136104	9.83647232848116
ABI2	7.3170517936602	7.20560497384307	7.20480223208062	7.04466815724494	7.27432255733166	7.2453959107118	7.12650598960053	7.04693321485764	7.21669917048482	7.35743909935304
ABI3	8.16162824554024	7.92705933304261	8.37121510221512	8.1437034556776	8.40355171657834	8.07030196683899	8.09351600836155	8.33585156558271	8.41322574112131	8.16226673117964
ABI3BP	3.57049602689339	3.38516287255443	3.46653056242034	3.56604315685233	3.41969621693888	3.40806331048878	3.47741917072232	3.46594434527018	3.5428987019344	3.39676126050151
ABL1	7.68468276212395	7.63052778215149	7.6384812744669	7.36623857703277	7.42720538795424	7.74461254263283	7.47698603111526	7.29101420027327	7.59742115777186	7.34834878271578
ABL2	6.45246475615214	6.36368521838211	6.23474577700647	6.30468338537233	6.04536769837693	6.11254334613271	6.20384618088762	6.20450169334764	6.3249876351045	6.28098747379151
ABLIM1	9.25623198017592	8.3427811422339	7.9235496647418	8.69880263696678	8.4005552702287	8.29161243045612	8.63612755851459	8.14985455374108	8.26356804646109	8.62330910968948
ABLIM2	5.29055477474995	5.26073476240991	5.33138386439077	5.37457474450201	5.45906401251974	5.3374545906742	5.30487382761352	5.10097507780966	5.35303277369593	5.3541540770721
ABLIM3	5.2246874117963	5.20543344106349	5.23208741744977	5.01903493228214	5.36174753595232	5.15123024582699	5.20896753679011	5.44062097796751	5.48379833881692	5.20615655076154
ABO	4.17043417347657	4.14325670936353	3.94709700812243	4.11898763900684	4.50358337277349	4.53661782652046	3.88026382789123	3.95237153499099	4.58029927509171	4.03294283437
ABR	5.45748268736094	5.45006005071786	5.59191406586199	5.43938546534585	5.77145681279349	5.5285968984739	5.52018007744036	5.67691783118855	5.5437305698617	5.47723977192005
ABRA	3.51023065739802	3.38899768362021	3.42006936815875	3.37395002156908	3.36571297471283	3.27379434358262	3.3723448570757	3.48320886514258	3.20062174681579	3.67262994051837
ABRACL	10.1790808020133	10.7048565324429	10.5607538135207	10.6637180668808	10.4142038984227	10.4808114051267	10.2568316519442	10.3747125458611	10.2374337190751	10.3820206908045
ABRAXAS1	6.51643401169077	6.41344890329518	5.51101037089756	6.59960849614959	6.28756023750689	6.27122642100858	5.91624396686484	5.79409975306814	5.79670226596892	6.59105568769749
ABRAXAS2	6.67087443065703	7.35791378270368	7.32855077307747	7.13803593263781	7.15516620662203	7.4127076389089	7.03455776343247	7.14908280167024	7.1798342445856	7.35998986428647
ABT1	7.60815331967231	7.8914503468242	7.90124437512038	7.63763739947473	7.62175678878764	7.85274774956761	7.52145738969048	7.52579947508274	7.80858390545742	7.89451677281648
ABTB1	5.95732496069113	5.60408771677231	5.75047543622745	5.97189477086026	5.73812138151423	5.78702246162782	5.95261313423933	5.91078476418097	5.96985889277685	6.05637337406533
ABTB2	5.02195957872375	4.92074962232564	5.05383102705776	5.00563918795426	5.03244289171077	4.87986677801353	4.91890879669272	4.91363664709862	4.91660920719356	5.12319110574121
AC000095.2	4.40015727307182	4.45026684634355	4.33299041702219	4.4944486137563	4.08728339079237	4.25579128013984	4.29292287837909	4.04969425728812	4.38927262707352	4.52406843540062
AC000099.1	4.41378190479143	4.25323424374878	4.0438174115411	4.06787393433255	4.39926627367311	3.98767376842092	4.33437444956615	4.03028333314577	4.37109369295089	4.06524207563477
AC000123.2	5.3600531198182	4.80716971776247	4.48931362210424	3.97731541688927	4.77125529205794	4.60679486948704	4.28777395041068	4.50565518259626	4.42524448631668	4.57613361827707
AC000123.3	4.92614755970414	4.6722138182109	4.732413873469	4.68273799166962	4.76551653671538	4.73677379503061	4.67560933896788	4.64629016970223	4.98738351155031	4.87893464802125
AC002059.1	5.25540379945806	5.52522991761443	5.66706262320379	5.77408239994552	5.33744857302155	5.52277435771661	5.67091128726615	5.41400763225365	5.63369533106498	5.26608346081592
AC002064.1	4.17497666619537	4.22709594996356	4.3697150396801	4.49011783974886	4.07271471836192	4.20886244152078	4.41580712334757	4.06307573205267	4.53650590342869	4.04281606425698
AC002070.1	4.75956608985214	4.58871574556438	4.39345569773573	4.33639223083728	4.3749782597784	4.51408286672184	4.35323495806161	4.37871624586323	4.19186433915625	4.44289521283241
AC002310.1	4.59939670149563	4.53780619842944	4.39211868932383	4.90357329655454	4.39051737356563	4.80000767168913	4.20312723271786	4.52505343802851	3.97091349378336	4.52609818321615
AC002310.2	4.02771087130319	4.05672781480063	4.16025091476482	4.42015708038483	4.21856589321265	4.53856505340154	4.31309283209243	4.49322153110469	4.35795950182535	4.51838485657723
AC002463.1	3.21825144203347	2.9863370245155	3.0698907832512	2.8888084356945	2.96693646097188	2.87288400016327	3.17318370703578	2.85850258288589	2.9667673010869	2.9922990064257
AC002464.1	3.67188237636763	3.6097215037276	3.33579813003107	3.41615644654382	3.38495778475475	3.52182653704191	3.50390452938342	3.3915779493469	3.32619757377396	3.31758474423871
AC002467.1	4.77034882032217	5.43991315472214	5.19367167922437	5.0680593190382	5.42183285186024	5.06094144097328	5.31415447094462	5.31022011606647	5.05681730863877	5.11913050125902
AC002480.1	3.94748475791595	4.21008660512084	4.10618644945541	4.07413687692485	3.77527868382702	4.14401031440523	4.05923495346255	4.06963449359457	3.79995936047424	4.11884416693564
AC002480.4	4.92169695143733	4.83755756594669	5.11428259605152	5.13342245385115	4.90473336431564	4.91555342878207	5.09622181992245	5.00824037663744	5.03814018162323	4.95270638015316
AC002546.1	5.9039447863601	5.74723875728579	5.84209607936754	5.49579021535345	5.72364574869923	5.42799513480274	5.66437778111578	5.4425670285898	5.12027866367294	6.06212196296629
AC002553.1	4.31316184014838	4.99881501397577	4.87087689392589	4.96068660583551	4.58765196707618	4.75525181683089	4.64491082080968	4.61364656178379	4.64320576706444	4.84082946709716
AC003075.1	5.43190451726587	4.89144701721508	4.74647736363749	5.40848895001771	5.27655389650328	4.76763788157684	5.13244465989002	4.95495724637579	5.84685919258019	5.03295696682593
AC003102.1	6.482800714764	6.53559432302908	5.34131659459242	6.47851731593739	6.50066862277073	5.64414111204502	6.39856274536139	5.92858056668297	6.04273978278026	6.18426916711921
AC003973.2	3.55320286933634	3.37212418946799	3.42543829710341	3.32513911374538	3.44597077934925	3.34970330659656	3.45549027823237	3.47028021807256	3.68390989235516	3.55897002877739
AC003986.1	5.74174871244132	5.57120294496287	5.59245156303659	5.7253267975493	5.77663791922344	5.54615463645137	5.56651553421148	5.61221884176788	5.55409781368365	5.46927491701409
AC003989.1	5.31646976973931	5.01541218167172	5.24250909375936	5.15665228835255	5.17285496997482	5.07490019749067	5.36961704542844	5.10009741935874	5.28649180693551	5.48238208442622
AC004009.3	3.43965461425456	3.36185943966832	3.2511870648522	3.35865766598124	3.22854886970241	3.39269704592518	3.1894062760468	3.37921523874483	3.36970900517858	3.15593244542654
AC004023.1	3.74275580917259	3.7583171652351	3.95851967584478	3.65559763443255	3.4936279329189	3.8134422020876	3.95224726061829	3.63770262952964	3.92717518539976	3.6494140825965
AC004039.1	3.72031315845109	3.59390332570153	3.93768677017638	3.67472652567677	3.8317170906792	3.747651660137	3.60729531288969	3.77577534984116	3.97228268273106	3.75977820567148
AC004076.2	5.42564160634278	5.2443048390289	5.09060860872633	5.09364519315094	4.92455357993343	5.92633151755802	5.72935989878012	5.27987553790462	5.71158892161971	5.40886557537051
AC004130.1	5.13745170190477	5.26750128319182	5.44717504553416	5.02530270925358	5.31954528429425	5.80436054531701	5.23274591053996	5.46625363091907	5.718423171394	5.28895081112331
AC004158.1	3.47333111119656	3.17980800373015	3.25284292350038	3.30973130159256	3.24932159330532	3.18462926159093	3.19486988013723	3.16262344889345	3.19918107914076	3.2017243689311
AC004160.1	4.26013493301749	3.91336142549144	3.89026328417285	3.99149554416941	3.73634022490348	4.00689294581382	3.81926043520881	3.63099865180464	3.70941682314943	3.72965966671793
AC004232.3	3.84771652630185	3.58783356868307	3.67529827382874	3.71493743862824	3.61813124030503	3.5315506463546	3.56013055939456	3.56432746455936	3.5852352527924	3.5343189992315
AC004233.2	5.15427506897069	5.73016016960204	6.00055615707502	6.09919802982902	5.69957453740683	6.11915827184859	5.93190186698005	6.23096759517376	6.20671638730712	5.98155021160016
AC004233.3	5.48182066485243	5.19210380525822	5.61444519865899	5.75616808817595	5.25788677750111	5.41291250109219	5.53568777832073	5.63594768303389	5.71726609156442	5.56267304510953
AC004241.1	4.7438171336569	4.66315200639702	4.62877697826986	4.69705152128386	4.65835494726023	4.79498614926387	4.80020134470051	4.8173064850998	4.70328639599231	4.66432975250321
AC004241.4	3.81504797357685	4.44228529834571	4.34760026317546	4.43339990085603	4.27906080021908	4.28838011612666	4.52067685623629	4.43744279577541	4.50695728033618	4.2962250492528
AC004241.5	4.38998427261877	4.14010566428943	4.3377612407421	4.33869825431723	4.47988938800551	4.40208543366878	4.30594477708425	4.74418820137776	4.61874287362019	4.31657388329839
AC004264.1	4.67283189000417	4.66666251668296	5.04397271250095	4.81788963553067	4.83531018457144	4.88250072601786	4.95101032423103	5.04066354853374	5.24937227089508	4.91876826420596
AC004477.1	4.5105027512608	5.44911821551829	5.31597487420245	4.84726381866401	4.88981658843107	5.11880842953292	5.17653514385894	5.1600122280747	4.78745155956278	5.41062835804083
AC004520.1	4.13739536277787	3.98235874952205	3.87564946582214	3.93762165529814	4.02793545460524	3.90766653814146	4.24300869204438	4.19132347621799	4.05880543843185	4.06647774374765
AC004522.1	5.45622017802486	5.65473539803985	5.56665444152397	5.33516516860738	5.80645695339769	5.47286754071431	5.58155826163025	5.55715368667056	5.45380689125015	5.5955651492432
AC004528.1	3.35679826297858	3.37449985985747	3.2196734537053	3.68170967400031	3.36596129163413	3.33601180135753	3.26000752137393	3.31279320770938	3.37925519145364	3.36454072591514
AC004528.2	4.3697974788553	4.22653681473108	4.24405074089	4.48626557547949	4.40954699711236	4.31480336596516	4.42128770946931	4.42083699640243	4.27239790765988	4.28435237162169
AC004540.1	4.06187887044014	4.12677788454013	4.14396404929775	4.12504998395704	4.01005485246866	4.19671805112498	4.10783623902816	4.02997230584644	4.16102200911734	4.03902290381769
AC004590.1	4.05426602147708	4.17127584036734	4.11279227668291	3.89125262133563	4.32729008305428	4.26916523064079	4.2835741200077	4.23060015012253	4.26135448635284	4.11291842064284
AC004623.1	3.05262675639609	3.03291413064448	2.95956793938845	2.98277127776809	3.04142939143032	3.02541129854697	3.0313170243389	3.03015016687361	3.09286515074014	2.95775165230312
AC004656.1	8.99155662407272	8.44823216115305	8.57575525257533	8.63143762442554	8.37624059387938	8.86737909207779	8.39612604583836	8.85628376846219	8.6504760813776	8.85722605218899
