VIRCat	Germ	GBegF	BegFEndF	EndFBegM	BegMEndM	FloCol	StemCol	BushShape	LeafSize	FlowStemCol	AscoRes	StemBr	StemL1ord	StemBr1ord	StemBr2ord	PodD	PodS	Height	Hlp	NoPodsWeight	PodsWeight	PodsNumber	SeedsNumber	SeedsWeight	PodShape	PodLength	PodWidth	SeedShape	SeedCol	Seed1000W
1417	8	39	14	24	12	3	3	5	5	3	9	7	5	5	5	2	2	65	25	22.9	17.9	54	78	17.5	5	25	13	3	10	345
1423	8	34	19	23	7	3	7	5	5	7	9	7	5	5	5	1	2	50	23	9.6	13.8	48	52	8.5	7	19	8	3	10	175
1583	8	34	19	24	11	3	7	3	5	7	5	5	3	5	5	2	2	53	25	6.8	6	25	36	4.9	7	18	9	3	10	160
1584	7	34	20	22	12	3	7	3	5	7	9	5	3	5	5	2	2	56	25	5.6	8.7	39	53	6.1	7	18	9	3	11	135
1586	8	36	18	23	11	3	7	5	5	7	9	9	5	7	5	1	2	60	21	11	25.8	119	124	17.7	7	20	9	3	11	150
2178	9	23	16	19	10	3	7	3	3	7	9	5	5	5	5	1	1	50	18	3.7	13.3	50	56	8.2	7	17	8	3	10	170
3036	8	39	21	20	11	1	3	5	5	3	7	9	5	7	5	1	2	50	23	13.9	9.2	98	103	19.2	7	22	11	3	1	180
3461	8	39	21	20	11	1	3	3	5	3	7	9	5	7	5	2	2	53	23	13	20.5	57	67	11.1	7	25	11	5	1	215
3587	8	39	24	16	12	1	3	7	5	3	9	9	5	7	5	2	2	70	27	40.1	24.7	112	104	29.5	7	20	10	3	1	275
2	8	32	22	22	13	3	5	3	3	7	9	9	5	7	5	2	2	56	23	9.3	14.3	56	78	9.7	7	20	9	3	14	135
3	8	33	34	10	14	3	7	1	3	7	9	9	5	7	5	2	2	53	25	8.6	7.7	24	36	4.6	7	19	9	3	10	155
4	8	32	21	24	11	3	7	5	3	7	9	5	5	1	5	2	1	56	13	13.7	18.2	70	110	13.2	7	19	8	3	14	140
5	7	37	24	18	13	3	5	5	3	7	9	9	5	7	5	1	2	51	20	18	18.2	53	79	11.7	7	18	9	3	10	150
21	8	39	14	27	14	1	3	5	7	3	7	5	5	1	5	2	2	65	27	32.5	32.3	46	50	17.4	5	26	14	3	1	445
23	8	39	27	14	14	1	3	5	7	3	9	5	5	1	5	2	2	70	26	48.6	32.3	50	58	16.6	5	25	13	3	1	405
24	8	39	16	25	14	1	3	5	7	3	7	9	7	7	7	2	1	65	19	36.9	62	64	63	23.9	5	25	15	3	1	440
26	8	42	25	12	10	1	3	5	5	3	9	5	5	1	5	2	2	55	20	14.4	29.1	106	140	19.6	7	20	10	5	1	170
27	8	39	21	18	11	1	3	5	5	3	7	7	5	1	5	2	2	40	17	3.9	7.7	47	62	5.2	7	20	10	3	2	95
28	8	38	22	18	12	1	3	3	5	3	5	7	5	7	5	1	1	46	23	8.1	10.2	70	95	10.2	7	19	9	3	1	115
30	8	35	25	18	12	1	3	3	5	3	7	9	5	7	5	1	1	43	14	5.6	14.1	92	75	5.1	7	19	8	7	9	90
31	8	33	22	24	11	1	3	3	5	3	5	9	3	7	5	1	1	42	22	4.7	5.7	47	41	4.5	7	18	9	3	10	140
33	8	39	21	18	12	3	5	5	3	7	5	5	3	1	5	1	1	35	17	2.8	4.4	26	34	3.8	7	16	8	3	10	125
34	8	35	25	18	13	3	5	5	3	7	5	5	3	1	5	1	2	50	20	8.5	31.4	104	59	6.1	7	20	10	3	11	160
36	8	39	28	12	12	1	3	5	5	3	9	9	3	7	5	1	2	55	20	20.6	25.3	93	113	17.5	7	19	9	5	1	165
37	8	35	25	18	12	3	7	3	3	3	3	9	5	1	5	1	2	40	19	2.8	7	31	44	3.3	7	19	10	3	10	115
38	8	36	18	25	13	3	7	5	5	7	9	9	7	7	5	2	2	60	21	11	27.6	82	88	15.3	7	20	10	3	10	185
39	8	35	18	21	7	3	5	5	3	7	5	9	5	1	5	2	1	40	17	2.6	8.2	43	48	4.1	7	20	9	3	10	125
40	8	41	32	9	13	3	5	5	3	7	9	7	3	1	5	2	1	70	30	25.5	5.8	52	45	6.9	7	19	10	3	11	170
41	8	41	29	11	14	3	5	5	3	7	9	7	3	1	5	1	2	58	30	12.2	9.6	44	52	8.7	7	18	8	3	11	180
42	8	37	18	23	11	3	5	3	3	7	5	7	3	7	5	1	1	45	19	5.7	10	47	65	7.6	7	18	9	3	10	150
43	8	39	15	24	11	3	7	3	3	7	5	9	5	7	5	2	1	37	15	3.1	9.5	44	50	6.3	7	17	9	3	10	155
111	9	26	7	32	9	3	7	3	5	3	9	9	5	7	5	1	2	55	23	22.8	27.4	56	71	18.4	7	22	11	5	1	305
125	8	38	16	28	11	1	3	3	5	3	5	7	5	1	5	1	2	53	26	23	13	39	23	7.2	7	23	12	3	1	305
143	8	38	16	26	12	1	3	3	5	3	5	9	3	7	5	1	2	55	20	10.4	19.8	61	55	10.5	7	22	11	3	1	240
167	8	39	24	16	12	1	3	3	7	3	9	7	5	1	5	1	2	55	27	14.3	13.1	33	32	9.9	7	26	13	5	1	350
172	8	32	21	23	14	3	7	3	3	7	7	9	5	7	5	2	1	53	27	6.8	12.5	61	72	5.9	7	19	9	3	13	145
187	8	32	20	27	15	3	3	3	7	3	5	9	5	7	5	1	2	56	27	21.6	7.9	35	26	7	5	25	15	3	9	340
189	9	28	24	7	15	1	3	3	5	3	7	9	5	7	5	1	1	60	23	34.8	17.7	54	41	9.7	7	24	13	3	1	280
192	8	38	16	26	15	3	3	3	3	7	9	9	5	7	7	2	2	25	35	30.9	12.2	60	89	10.4	7	18	8	3	10	145
196	8	32	22	23	16	2	5	5	5	7	7	9	3	7	7	2	1	66	27	13.6	22.7	90	113	14.1	7	20	10	3	13	170
199	8	40	15	23	16	3	7	7	7	7	9	9	3	7	7	1	1	60	25	12.2	3.3	22	25	5.1	7	20	11	3	14	230
201	8	39	15	27	15	1	3	3	5	3	7	9	3	7	7	1	1	55	27	17.2	20.7	64	62	12.2	7	21	11	3	1	250
202	8	39	14	26	16	2	3	5	5	3	7	9	3	7	5	1	2	66	23	12.4	24.2	58	53	7.9	7	20	10	3	11	150
203	8	35	19	20	7	1	3	5	5	3	7	7	5	1	5	1	2	50	21	7.9	7.1	42	35	3.5	7	20	10	3	1	130
204	8	38	17	24	15	1	3	5	5	3	7	9	5	7	5	1	1	50	22	11.5	9.8	51	49	4.4	7	20	10	3	1	115
205	8	37	17	25	14	1	3	5	5	3	7	9	3	7	5	2	2	60	25	10.1	18.9	63	45	5.9	7	20	10	3	1	105
206	8	38	17	25	14	1	3	3	5	3	5	9	3	7	5	2	1	50	23	10.6	8.7	39	41	4.3	7	20	10	3	1	130
207	8	38	16	26	14	1	3	3	5	3	5	9	3	7	5	1	2	60	20	18.2	31.6	153	131	15.4	7	20	9	5	1	145
208	8	36	18	26	14	1	3	5	5	3	5	9	3	7	5	1	1	60	18	10.7	15.1	105	82	9.3	7	20	10	5	1	145
209	8	39	16	25	16	2	3	5	5	3	7	9	3	7	7	1	1	70	30	22.2	36.5	120	130	22.1	7	20	10	3	11	225
210	8	39	16	25	16	2	3	5	5	3	7	9	3	7	5	1	1	67	31	20	14.6	46	45	8.4	7	21	11	3	11	205
212	8	38	15	27	14	3	7	7	5	7	7	9	3	7	5	2	1	60	30	19.9	6.9	63	70	8.9	7	22	11	3	10	195
215	8	39	14	29	14	1	3	5	5	3	5	9	3	7	5	1	1	65	25	25.8	26	67	58	11.8	7	20	10	5	1	255
216	8	37	17	26	14	3	7	3	3	7	7	9	5	7	5	1	1	55	19	12.1	11.9	73	66	8.7	7	20	10	3	10	160
217	8	39	15	27	12	3	7	3	3	7	5	9	5	7	5	1	1	53	22	8.9	14.3	85	81	12.2	7	20	10	3	10	170
218	8	39	22	24	13	1	3	3	3	3	5	9	5	7	5	1	2	60	22	22.7	22.5	67	32	5.7	7	21	10	3	2	190
220	8	39	14	33	12	1	3	5	3	3	5	9	3	1	5	1	2	60	21	17.8	15.2	50	48	8.7	7	21	11	5	1	200
221	8	39	14	28	17	2	3	3	5	3	7	9	3	7	5	1	1	50	20	12.6	14.5	52	31	5.2	7	20	8	7	11	210
222	8	38	15	27	16	2	3	5	5	3	5	7	3	7	5	1	1	60	27	7.2	4.1	18	12	1.4	7	23	11	3	11	180
225	8	39	16	24	11	3	7	7	5	7	7	5	3	1	5	2	2	50	31	12.3	6.1	38	30	6.1	7	20	9	3	10	240
226	8	39	22	21	12	1	3	5	5	3	7	7	3	1	5	1	2	56	32	8.5	18.4	45	53	10.9	7	21	10	5	1	250
227	7	39	15	29	12	2	3	5	7	3	7	7	3	1	5	1	2	60	21	9.8	17.9	68	83	15.2	7	22	11	3	11	215
229	8	35	20	25	13	1	3	5	5	3	7	9	3	7	5	1	2	50	21	7.2	12	43	48	9.4	7	23	12	5	1	245
230	8	41	19	22	14	3	7	5	5	7	5	9	3	7	5	1	1	56	25	11.3	8.4	48	49	7	7	19	8	3	11	155
231	8	39	16	27	14	3	7	5	5	7	9	9	3	7	5	1	2	55	21	14.2	10.9	72	69	9.8	7	20	10	5	10	150
232	8	39	15	25	16	3	5	5	5	7	7	9	3	7	5	1	1	60	27	19.8	9.4	58	51	10.1	7	16	8	3	10	190
233	7	40	15	25	15	3	3	5	5	3	7	9	5	1	5	1	2	57	25	14	18.2	60	53	10.9	7	24	11	3	10	250
234	7	40	15	24	16	2	3	5	5	3	5	9	5	1	5	2	1	60	22	9.4	13.8	58	60	8.4	7	23	11	3	11	190
235	7	40	21	19	17	3	7	5	3	7	5	7	5	1	5	1	2	53	25	15.6	8.8	53	56	5.8	7	15	8	3	10	150
236	8	40	20	21	16	1	3	3	5	3	7	9	5	7	5	2	2	60	21	12.9	22.1	74	68	13.8	7	20	10	5	1	240
237	8	39	28	14	17	2	3	3	3	3	7	9	5	7	5	1	2	53	23	11.9	18.1	59	63	11.1	7	19	10	3	11	210
238	8	37	17	22	19	2	5	5	5	7	5	7	3	7	5	1	2	62	31	14.4	28.8	77	74	12.3	7	24	11	5	10	150
239	8	40	21	18	13	1	3	3	7	3	9	9	5	7	5	1	2	50	20	28	46.6	72	77	33.8	5	30	15	5	1	400
240	8	39	16	26	15	2	3	5	5	3	9	7	5	1	5	1	1	70	23	25.7	35.4	78	102	24.1	7	20	10	3	11	210
241	7	36	18	25	11	3	7	5	5	7	7	7	5	1	5	1	1	50	20	6.5	10.2	53	63	7.1	7	20	9	3	10	240
242	8	39	15	29	14	1	3	3	5	3	7	9	5	1	7	1	2	60	17	24.6	35.3	90	93	19.2	7	21	10	5	1	210
243	8	39	22	20	14	1	3	5	5	3	5	9	5	1	7	1	2	56	15	20.6	37.2	121	96	15.2	7	21	10	5	1	150
244	8	39	22	20	16	1	3	3	5	3	7	9	5	7	5	2	2	56	17	14.4	19.3	66	57	12.5	7	23	11	5	1	260
245	7	33	22	26	16	3	3	5	7	3	5	9	5	7	5	2	1	52	17	18.3	31.2	95	125	21.3	7	22	12	3	11	230
246	8	32	22	21	10	3	7	5	3	7	9	7	5	1	5	1	1	46	20	3.5	7.6	42	54	6.1	7	18	8	3	10	130
249	8	37	30	14	20	2	3	3	3	3	7	7	5	1	5	1	2	65	17	16.2	34.4	104	16.2	16.5	7	17	7	5	11	195
250	8	39	28	14	19	3	5	3	3	7	7	9	5	1	5	1	2	68	22	27	26.9	100	127	18.2	7	19	9	3	11	170
251	8	40	27	13	21	1	3	3	3	3	7	9	5	1	5	1	2	56	20	12.9	37.1	98	118	25.1	7	20	10	5	1	250
252	8	40	27	13	20	1	3	3	5	3	7	9	5	1	5	2	2	57	26	14	32	94	98	23.2	7	23	10	5	1	220
253	8	40	27	13	9	3	7	3	3	7	7	9	5	1	5	2	2	50	23	5.5	8.1	41	64	6.7	7	17	8	5	10	120
254	8	39	28	12	18	2	3	3	3	3	7	9	5	1	5	2	2	50	27	6.1	10.3	33	51	7.2	7	19	8	3	11	200
256	8	39	28	15	18	1	3	5	5	3	9	9	5	1	5	2	2	62	20	34.1	24.6	106	104	21.8	7	20	10	5	1	210
257	8	39	28	15	17	3	7	5	5	7	9	9	3	5	5	2	2	66	25	7.9	7	51	64	9.5	7	18	10	3	10	160
299	8	37	16	24	21	3	7	3	5	7	9	7	3	1	5	2	2	55	15	21.3	17.1	56	54	15.4	7	21	10	3	10	195
300	8	35	17	24	9	3	7	3	3	7	3	7	5	1	5	1	2	40	16	6.7	22.9	89	90	15.8	7	17	7	5	10	155
301	8	36	18	22	9	3	7	5	3	7	3	7	5	1	5	1	2	36	17	3.7	8.6	40	44	6.8	7	17	9	3	10	160
302	8	39	22	18	11	1	3	5	5	3	7	9	5	1	5	1	2	43	19	8.4	26.4	118	124	16.1	7	20	10	5	1	155
303	8	42	21	16	11	1	3	3	5	3	9	9	5	1	7	1	2	53	19	41.2	28.3	73	68	22.4	7	23	12	3	1	295
306	8	39	14	23	12	1	3	5	3	3	7	7	3	1	7	2	2	42	19	5	12.5	64	60	9.3	7	16	7	5	1	145
308	8	39	16	22	14	1	3	3	3	3	7	7	3	1	7	2	2	43	22	7.7	10.2	40	55	7.6	7	20	10	3	1	145
312	8	37	15	25	14	1	3	3	3	3	7	9	3	7	5	1	1	47	19	5	15.3	62	67	11	7	20	10	3	10	160
313	8	39	13	26	15	7	3	3	3	7	5	9	3	1	5	1	1	40	17	6.8	15.4	70	74	7.8	7	18	8	3	10	115
314	8	37	16	24	17	3	7	3	3	7	3	9	3	7	5	1	2	35	13	2.6	6.7	36	36	4.6	7	18	9	3	10	140
315	8	39	14	24	17	3	7	5	3	7	3	9	3	1	5	1	2	31	19	1.5	3.8	25	27	2.5	7	15	8	3	10	115
325	8	41	12	25	14	2	3	3	5	3	9	9	3	1	5	1	2	60	20	32.7	64.3	143	180	43.8	7	25	12	3	11	270
328	9	26	6	25	14	1	3	3	3	3	7	5	5	1	5	2	2	52	26	7.7	11.4	48	47	7.9	7	22	10	3	1	225
336	8	40	13	26	15	2	3	3	7	3	5	9	5	7	5	2	2	65	21	29.6	24.7	105	64	19.7	7	21	12	3	11	325
340	8	39	16	23	12	1	3	3	5	3	9	7	5	7	5	2	1	60	21	23.2	55.3	121	122	39.2	7	23	12	5	1	310
345	8	39	14	26	12	2	3	3	5	3	9	7	5	7	5	2	2	60	17	20.8	37.4	90	79	19.5	7	20	10	3	11	280
359	8	38	15	26	15	1	3	3	5	3	9	9	5	1	5	2	2	55	20	15.6	21.2	53	50	12.9	7	21	10	7	1	240
360	8	39	14	26	15	2	3	3	5	3	7	9	5	7	5	2	2	55	28	19.2	12.5	46	51	13.1	7	21	11	3	11	265
363	8	39	15	24	13	2	3	5	3	3	9	9	5	7	5	1	2	56	30	21.8	22.8	87	78	20.1	7	21	11	5	10	240
370	8	39	14	25	14	3	7	5	5	7	9	9	5	1	5	2	2	56	26	7.8	18.6	53	58	11.6	7	20	10	3	10	245
371	8	39	13	26	12	2	3	5	5	3	9	9	5	7	5	2	1	55	20	8	27.9	83	108	20.7	7	25	12	3	11	200
372	8	38	14	25	13	1	3	5	5	3	9	9	5	7	5	2	1	60	23	20.5	25	85	55	19.4	7	21	10	3	1	210
373	8	39	13	27	15	2	3	5	5	3	3	9	5	7	5	2	1	50	25	19.5	20.8	49	79	13.7	7	23	11	3	11	190
374	8	41	13	24	15	2	3	5	5	3	9	9	5	7	5	1	2	60	20	37.2	26.2	136	130	27.8	7	19	9	3	11	190
375	8	39	15	24	15	1	3	5	5	3	7	9	5	7	5	2	1	65	25	24.5	54.1	82	86	26.7	7	23	11	5	1	240
376	8	39	15	25	15	1	3	5	5	3	5	7	3	1	5	1	2	56	22	11.6	25.5	45	30	7.6	7	23	10	5	1	255
377	8	39	21	20	17	3	5	5	5	7	5	9	5	7	5	2	1	55	25	14.1	20.7	64	78	12	7	20	8	3	10	170
378	8	40	20	20	17	3	3	5	5	3	5	9	5	7	5	1	2	60	31	24.8	19.5	64	51	15.6	7	20	11	3	11	270
380	8	41	19	21	15	3	5	3	5	7	5	9	5	7	5	2	1	65	30	21.4	12.7	46	61	8.6	7	20	10	3	10	190
381	8	40	20	21	15	2	3	5	3	3	5	7	5	1	5	2	2	50	24	8	7.8	38	28	5.2	7	20	9	3	11	200
382	8	39	14	26	13	2	3	5	5	3	5	7	5	7	5	2	2	60	19	23.1	30.2	66	48	12.4	7	25	11	3	10	300
383	8	39	13	27	13	1	3	5	7	3	5	9	5	7	5	2	2	56	20	17.8	46.4	59	59	21.3	5	24	12	3	1	435
400	9	31	9	22	18	2	3	5	3	3	9	9	5	7	5	2	2	55	25	27.3	30.2	58	94	19	7	20	10	5	2	210
407	8	40	35	12	19	3	7	3	3	7	3	9	5	7	5	1	1	55	27	12.8	19.9	46	42	8.2	7	20	11	3	11	190
408	8	39	16	24	13	1	3	3	5	3	3	9	5	7	5	2	2	56	22	29.5	45.7	139	148	24.3	7	20	10	5	1	200
409	8	39	16	24	11	1	3	5	3	3	3	9	5	1	5	1	1	45	19	8	12.5	93	79	7.5	7	19	10	3	1	110
412	8	36	17	28	13	3	7	5	3	7	3	9	5	1	5	1	1	35	17	2.3	1.8	18	5	0.2	7	17	8	3	10	110
413	8	36	17	27	12	3	7	5	3	7	3	9	5	1	5	1	1	33	20	2.3	2.4	22	11	0.8	7	17	8	3	10	110
414	8	35	17	28	12	3	7	5	3	7	3	9	5	1	5	1	1	35	17	5	3.1	29	18	1.4	7	16	7	3	14	110
453	13	34	13	28	15	1	3	3	7	3	3	9	5	1	5	1	1	43	27	13.6	2	3	2	0.7	5	25	14	5	1	220
454	8	39	13	28	15	1	3	3	5	3	3	9	5	7	5	1	2	50	26	8.6	6.3	18	9	2.3	5	25	13	3	1	260
464	8	39	14	27	12	3	5	5	3	7	7	9	5	7	7	2	1	50	24	15.6	6.4	28	26	4.3	7	19	10	3	11	190
467	10	37	13	28	15	1	3	3	7	3	5	9	5	7	7	2	1	60	20	16.3	23.7	40	26	9	5	25	13	5	1	390
471	8	36	17	27	14	3	7	5	5	7	3	9	5	7	7	2	1	60	17	22.4	17	88	49	11.8	7	21	10	3	11	250
472	8	36	18	26	14	3	7	3	5	7	3	9	5	7	7	1	1	45	17	14	8	48	31	5.2	7	19	8	3	11	210
473	8	37	18	25	12	3	3	3	5	3	7	9	5	7	7	1	2	56	20	10.7	11.4	46	37	9.7	7	18	9	5	10	255
474	8	39	16	24	12	3	7	3	5	7	3	9	5	7	7	1	2	50	20	18.8	16.5	48	42	8.3	7	25	12	3	10	250
482	8	39	14	27	14	3	7	5	3	7	3	7	5	1	5	1	1	52	22	9	10.8	45	43	7.3	7	21	11	3	11	160
483	8	39	14	27	14	3	7	5	3	7	3	9	5	7	5	2	2	52	20	6.5	7.4	23	21	3.3	7	20	9	3	11	225
533	8	39	14	28	14	1	3	5	7	3	5	9	5	7	7	2	1	60	20	27.5	52.7	77	52	21.5	5	25	14	5	1	475
535	8	39	14	27	13	1	3	3	5	3	3	9	5	7	5	2	2	55	26	12.7	6.4	20	19	5.9	5	25	13	5	1	345
539	8	39	15	26	15	3	7	3	5	7	5	9	5	7	7	2	1	62	30	16.1	13.9	35	14	4	7	21	11	3	11	290
540	9	40	19	24	12	3	7	5	5	7	5	9	5	7	7	2	2	52	21	14.2	21.2	45	39	10.9	7	22	11	3	11	260
542	8	39	14	26	15	1	3	3	5	3	5	9	5	7	5	2	1	50	23	11.5	13.2	32	29	8.1	7	21	11	5	1	265
543	9	29	4	27	15	1	3	5	3	3	9	9	5	7	5	2	2	45	20	21	9.2	30	31	7.6	7	23	12	5	1	245
545	8	39	13	28	14	1	3	3	3	3	7	9	5	5	5	2	2	53	20	17	19	84	95	16.6	7	22	9	7	1	200
584	8	39	13	27	14	1	3	3	5	3	5	9	5	7	5	2	2	60	21	18.2	21.7	68	58	14.2	7	24	13	3	1	310
586	8	40	13	26	14	1	3	3	5	3	9	9	5	7	5	1	2	56	24	32.2	51	95	118	28	7	21	11	5	1	275
587	8	36	17	27	16	3	7	5	3	7	7	7	5	5	5	2	2	55	24	12.6	12.7	48	50	8.7	7	22	10	3	11	200
588	8	39	15	25	14	3	3	3	3	3	9	7	5	5	5	2	1	67	26	26.3	19.3	61	53	14.5	7	22	10	3	11	285
589	8	39	15	26	17	1	3	3	7	3	5	7	5	7	7	2	1	56	20	31	5.7	62	35	10.9	5	26	13	3	1	350
597	8	39	15	26	13	3	3	3	3	3	7	7	5	7	7	2	2	52	26	13.2	28.4	89	46	14.7	7	20	10	5	11	295
601	8	39	13	29	16	3	3	5	5	3	5	7	5	7	7	2	1	53	23	14	11.9	31	23	8.5	5	25	12	5	11	275
605	8	39	13	28	14	1	3	3	5	3	5	7	5	7	7	2	1	56	21	18.4	21.9	46	40	12.7	7	25	12	3	1	315
623	8	39	14	27	14	1	3	3	3	3	7	3	7	7	7	1	2	47	19	5.6	10.3	38	26	6.4	7	20	8	5	1	230
626	8	37	18	26	16	3	5	3	3	7	5	3	7	7	7	1	2	62	25	21.9	19.8	33	23	9.9	5	25	13	3	10	420
