y1,y2,y3,y4,y5,y6,y7,y8,x1,x2,x3,x4
-0.863584207,-2.65819295,0.635490063,3.966156589,-0.522381595,-6.860674405,0.557627449,5.974960217,-0.974662276,1.272516214,6.023898494,-3.711856046
1.676081699,6.367751277,-1.736663238,-4.420272091,-2.034286489,-13.48659517,5.32694756,38.05254493,-0.547848949,0.248645585,5.060367249,-2.018609005
0.294323634,0.440693277,0.562067602,2.735091963,-1.256914283,-6.610980881,-3.356543453,-2.059479727,-0.084812741,-0.859979545,9.979295101,-2.25226683
0.754891205,-5.589254997,-1.173358561,-4.365348503,2.001800264,5.933730656,-0.876216843,-24.39551677,0.877254082,0.388766574,-19.91986361,6.944256938
0.8025501,0.530691437,-1.386844574,-5.744268129,-0.536646913,1.071822198,-0.483909246,-8.660820993,0.233296875,-0.228578524,-9.997561196,0.707688256
1.348579901,-2.875948306,-0.357425052,-1.259875082,-1.296510823,-10.30656749,-4.106442616,-25.08214674,0.666050901,-1.915698917,-5.938599471,-0.664134155
0.347337838,2.390206085,3.090472264,5.056210713,-0.260465549,1.322891447,0.995936731,23.62552322,0.293387372,-0.383476636,20.75944132,0.128002683
0.305213102,2.062801337,-2.82052024,-2.616931454,0.539373546,3.719892388,-1.43605537,-4.993413304,0.946546997,-0.098107409,-7.990229946,6.410411249
-0.072753388,-2.229406264,-1.583745029,1.746427494,0.329012002,-1.756256455,-0.730073204,-14.46306011,0.404332819,-0.321490185,-0.911794617,1.465687586
0.399661067,2.546543596,-1.234606053,-1.628701236,0.385990942,-6.395633255,3.401547004,30.99703012,-0.224066967,0.528651071,8.686057669,1.543029932
0.072784425,-0.379460649,2.963240532,7.222175421,1.603623733,6.54548843,-2.398785638,-4.506806318,1.218756017,0.890099473,13.66804646,9.961262472
-1.166629654,-0.128437737,3.336951891,2.493066736,0.879143932,-8.128283318,-3.421640649,-19.51239339,0.422577281,0.094110854,7.312524523,2.945563058
1.21474266,1.945078634,1.197841531,5.53153876,2.5697873,7.929552039,3.483075309,15.36618808,0.756062818,0.790333992,15.72801566,6.319709149
-2.809429223,-7.041996708,-0.697607193,5.146544108,-0.272631226,1.77457237,-4.732924513,-34.30125771,0.568268318,-0.497677815,-6.411538961,3.472362075
-1.130170746,-3.112699566,-1.495785319,0.318271323,-0.965046171,-4.937610062,-5.746146239,-41.87906051,-0.978222776,-2.224696097,-2.510607503,-13.9400718
-1.778642066,-2.549352241,2.444958718,8.574508237,2.234621572,14.77222277,-3.046403054,-12.61287109,0.2040477,0.729075103,11.4238604,3.560476762
1.753038328,-4.466994825,-0.002833477,0.817840328,0.345788837,-5.361197064,-2.755676626,-19.74890307,-0.955874413,-0.428328044,-2.246074837,-6.754991487
0.145659344,0.324087106,-0.717642283,-6.360953674,-1.36380646,-11.70960696,-2.173846438,-8.743349946,-0.214936169,-1.460483965,-13.36274064,-6.360110049
-0.548091074,1.080815437,-2.037370755,0.650882786,-2.099980411,-19.4663806,-0.594289744,-8.732188017,-0.59742319,-0.008809676,1.712606655,-4.46260395
0.467919145,-1.612814021,-2.211800881,-1.548385126,-1.434064944,-1.899361584,-1.650046365,-11.65795448,-0.487605677,-0.76261248,-4.488744555,-3.73661107
-1.960673283,-3.089476858,-2.15863802,-5.62871355,0.029871157,-3.424313212,-0.55109456,-1.301190794,1.478623799,0.235611537,-16.99823929,11.49359821
-0.791252427,0.042706897,-0.414848823,-4.019832655,0.398614506,-2.067511342,0.53023218,-3.406018872,-0.066998383,-0.258247973,-12.87686613,-1.929746181
0.865892625,3.598827078,0.646140633,-3.200747147,2.239466602,5.55013872,4.560976057,30.25629967,0.857869808,-0.086803107,4.114789398,5.078445454
-0.050098207,3.820963074,-0.838119133,-0.443459007,0.076214839,-2.144224107,0.45342337,9.128882594,-0.540073465,-0.228377562,13.03066217,-7.321442754
0.225057558,0.03693903,-0.148608493,1.778197728,-0.28943782,-5.00211102,0.711430026,4.895803901,-2.675548689,0.797465115,4.040540785,-15.90970805
0.089355781,-0.018050581,0.987076388,1.453581958,-1.597787629,-6.798417863,-3.53248862,-27.591914,-0.12438423,-1.835455171,3.22175724,-5.554720105
-0.845972787,-2.699118374,-1.824204177,-3.762430968,-0.905172062,-0.778685936,-3.872945312,-27.18203577,-1.470171419,-1.74533403,-11.1195524,-12.30648267
-0.993085287,-8.582062505,-1.528699366,-2.508008768,-0.646027011,-8.203301894,-6.272847595,-36.15861578,-1.12240172,1.911848662,-24.11641025,-2.633804833
-1.102316172,-3.59268699,0.896887359,0.807745837,-0.509106484,-3.000429581,-6.935412952,-42.31410003,1.646080168,-1.43452182,-11.77605622,6.101769705
0.29680645,-0.403902009,-0.022110019,-0.912706211,1.214160875,3.668446763,-3.876149212,-23.36715344,-0.59533037,-1.375633822,-4.008990225,-6.961047714
-3.126781096,-1.968880341,1.491644388,2.370086656,2.036908512,2.94920115,-6.595293806,-40.5429477,-0.678988172,-1.98614159,-6.612952799,-8.606393672
1.742624303,-1.0098923,1.165941695,4.138078909,-2.005034338,-7.837096822,-2.159972525,-6.404720041,-1.059564589,-0.401728222,3.071524448,-7.958819595
-0.194919332,-0.322968085,2.335649346,6.338560222,2.074255173,7.789992615,0.489825915,-1.565079318,0.946625018,-0.27051593,17.43697061,4.554047966
-1.961445519,-2.763501635,-0.688170199,-0.169813204,1.044187785,8.592614777,-2.332239121,-25.19792799,0.858246647,0.45664314,-12.5245411,5.201754163
0.674946229,2.948185386,0.539732159,1.551102041,0.78659547,-4.844660327,0.876989418,15.89606764,-1.324594096,1.666527824,10.43663742,-1.045289846
-1.025878533,-4.247128758,-1.143998709,4.214704141,-0.388535902,-4.563009311,-1.161726536,-6.002562055,-1.847504566,1.738460715,-3.02351589,-6.103027272
-0.401685135,-2.420308102,-0.240114602,-2.638925403,-2.499346067,-12.54883437,-4.66508924,-43.30098124,-1.023941224,-1.303314104,-11.23460913,-9.284765576
1.503981156,2.485623215,0.190568,-0.464598012,1.202436557,-1.582118523,5.692466775,23.2094376,-0.307672904,0.902077034,4.323413752,-0.266734931
0.074523758,1.549852513,-0.228406873,1.58950827,-1.390496514,2.025261148,1.473601115,20.16349877,1.475436081,0.45316001,10.39893046,10.77077469
-0.588617456,2.591859694,0.85764994,6.780589768,0.93539117,-14.15598964,0.715899833,13.01525236,-1.411753835,0.735560058,18.76137802,-6.31083022
0.428871362,-2.451566724,-0.581570125,-0.34089087,-0.320938449,0.623841103,1.339858294,3.13328546,0.105015315,1.041034969,-3.774609339,2.32842525
1.01966,4.227187211,0.077141062,0.042657791,0.828668201,9.513101382,4.791902922,28.13400973,1.330785339,-0.709128929,13.60490954,6.471844607
2.123943318,6.528476837,-1.295071709,0.4594395,-0.33852224,-1.912343063,2.154562858,18.94032589,-0.769731509,-1.413697638,19.99345092,-8.365420035
1.660015009,3.162754579,0.547747445,1.063396236,-0.095062804,3.6655684,4.161956526,29.24091529,-0.138740032,0.818644657,15.3321706,0.974529806
0.979341042,7.155272965,0.229097342,-1.35967311,-1.671906192,-3.69476506,5.331397908,40.5267586,-0.156303239,0.647804063,10.8206967,0.508657667
0.241679833,4.718807311,0.238169474,-1.605165352,-0.292522507,0.654515953,3.643839053,32.29919581,0.813079765,0.1023651,12.03352028,5.149979755
-0.568275779,3.5128646,1.49127203,2.285307001,0.337069163,-0.855901421,3.228374075,25.16340941,-0.39798226,0.348102345,12.6278497,-1.41632343
0.42140935,-1.144782612,0.501386673,2.667443151,-1.788456245,-7.980937415,-2.217188743,-18.65495781,-1.53075932,-0.825056206,9.511121592,-10.39669504
1.546553872,-1.091043081,2.233892246,-1.73542733,-1.823952061,-7.135134659,-5.427910598,-32.37766307,-1.799401739,-2.388583146,-3.934540725,-16.4954627
0.075286865,-2.796279755,-0.271699743,-1.259395983,1.508849707,12.31463585,-2.899022507,-17.2995355,2.205363757,-1.381150651,-8.553832034,10.98168377
2.254902423,5.852141831,1.558104929,1.583315295,0.129053877,0.789011004,4.696367728,29.82621029,0.814229757,0.382159163,23.00631831,6.343790962
0.696533767,-3.142855611,-1.2885384,-4.9924428,-1.452395263,-1.75127494,-0.524144286,-4.277214567,0.542370378,1.901571981,-25.29622511,5.579370328
-0.621813,2.548311213,-0.496988994,-4.096946054,0.178800425,-7.215815213,0.984008585,11.54888279,-0.019616953,0.681623363,-7.963871951,1.485113715
0.206922552,-1.81638436,-0.858809569,-2.459157074,0.627174914,-13.7219862,-1.626913238,-4.799925579,0.716230517,0.11486239,-10.5778325,4.173263227
-0.122149907,-0.913515977,-1.003209711,-1.379148933,-0.72439535,-8.192654301,-4.262267557,-24.4666064,-1.084333762,-1.917029397,-9.504592165,-9.670023592
2.009102334,3.111341542,-1.23462524,-3.303904556,-0.36332469,-9.373092436,5.576422762,32.08718428,-0.557719696,0.276563082,-1.412197213,-3.229433634
1.978361538,-1.179623163,-0.53667328,-2.070305669,2.791103348,8.746060243,-4.267291966,-21.96856635,2.003942532,-1.102264334,-4.933851401,9.991002585
1.221044511,2.437693094,0.555147147,-3.049090358,-2.252350813,-15.77967739,2.762257038,11.14719833,-1.433327067,-1.206758046,-1.399641587,-13.10606326
-0.529156048,-2.732050351,0.275889055,-2.963029531,1.26589756,1.894717943,-2.477190912,-16.5829375,0.952730498,0.073175774,-11.75709023,5.187103316
0.094247604,2.533369638,0.35257193,0.477032272,-1.986701068,-18.73834931,2.930426178,23.01071086,-2.100648566,1.197118293,6.131733508,-8.927011195
-0.182915922,3.245714289,-1.348244535,-2.687263585,0.110975183,0.234625873,6.830609988,24.81664247,-1.015667795,0.449237981,0.049076715,-5.713254226
-1.53773545,-3.975576176,-3.408636126,-6.747393206,-1.270440174,2.5688639,-5.373337196,-31.10742262,0.29346413,-0.245997752,-29.99070859,1.406622265
-0.429855354,-4.476229014,0.141292601,-4.919151134,-0.591894994,-2.660123214,-0.930838992,-9.389029254,1.193257918,0.102935534,-22.74265258,7.784092067
3.280548948,-0.069162013,0.060552671,0.965530734,-3.047805518,-10.04528852,2.764008162,16.16631293,-1.906095965,0.269343742,0.4569489,-11.63148502
0.899200167,-2.949920949,-0.462228521,0.294027813,-1.386138448,-3.752346275,-3.370694769,-34.92994095,0.371317855,-1.726337698,-8.375772095,-2.270132726
-0.121890079,-1.036347754,1.032798439,2.753825429,-0.711053518,-11.05755342,0.482224514,-0.599815323,-0.850554355,0.324929166,4.074700595,-4.792401693
0.110718282,1.991328213,-1.391827636,-4.375872989,-0.904323959,-2.74999069,4.017534603,42.79987922,-0.932770694,3.341711604,-10.87940188,2.967177405
-0.534515377,-0.408989606,1.47845201,0.028416929,1.894624935,-0.087192246,-2.96465161,-17.98633643,-0.446495533,-0.569962667,-7.963544106,-3.934420999
-0.425131518,0.87787626,1.894257272,-0.225110324,-2.785468312,-2.44595744,-0.324718063,-9.924356436,0.332065985,-0.669243089,-2.865624579,1.024469471
2.043365039,4.204861215,0.085864459,0.38968638,-1.440289212,-9.435326778,1.133560312,6.954686175,-1.811680655,-1.175240399,10.13129218,-15.06018545
0.275881207,0.955413491,1.305498668,1.42546607,0.238358683,5.10122201,-3.255801725,-18.23898242,-0.405832287,-2.639828593,3.91403423,-8.337740597
1.27953112,-1.623226799,1.543719551,5.628907279,-0.245023021,3.531540883,3.450597215,20.08578996,-1.373635654,3.441741489,10.8950327,-0.630173375
-0.299950938,5.80813655,2.221495005,6.1538584,-0.575187243,-7.335725395,1.378686003,6.839936716,-1.207705457,-1.225286254,20.26847842,-9.208040779
1.414901632,-0.389980817,-1.186573327,-2.241330508,0.188432918,-0.379808728,3.666105537,23.2825693,0.290808042,2.314161504,-2.497847244,6.496118885
1.521531185,3.545034547,-1.969412839,-2.685132154,0.478338702,5.502765758,4.090044158,30.11997147,-0.044747973,1.593650292,1.708071509,3.658095404
-2.06087806,-2.924821166,1.148780195,-0.519560765,-0.86779198,2.651477431,-2.836856037,-20.07052715,-0.41376888,-0.719739434,-13.19370316,-4.00782938
0.018130573,0.649104744,3.300879565,15.15313259,0.709181957,-2.741840698,0.135595713,3.506586066,-0.437891101,0.506151697,35.10118194,-2.484897545
0.909535742,-0.484697399,0.329014866,0.217984907,2.135269512,4.421654229,-0.313685126,-3.218391715,0.544512306,-0.686070606,4.641716948,2.549601026
0.886368343,7.994711437,-1.239327097,-6.913083107,-1.905315673,-7.058693477,6.330639009,42.63041838,-1.101294097,-0.11525406,2.74311449,-8.049600488
-2.127770215,-2.999750215,-2.066546031,-5.268325243,-0.575866339,1.683648327,-1.213771705,-14.88588852,-0.603998496,0.033790823,-20.85762043,-2.207028457
0.547585953,2.989051339,-1.695390643,-3.951524731,-1.74774785,-6.252362047,0.0839605,0.873461358,-0.020886789,-0.955830508,-3.918445751,-3.425108322
2.264939367,9.64279174,0.658504135,4.736766437,-0.283279078,1.522548376,10.00113545,58.29789645,-0.583361703,0.095315105,38.71892232,-2.5031734
-0.223258011,-3.190144054,-1.14193262,-0.917336252,0.057923086,0.817805812,-6.983040274,-43.92873054,0.621786983,-0.948184568,-9.761575029,3.831134581
-1.654007555,-5.281949279,2.219570788,-4.004332786,0.106234281,-3.958539689,-5.330146249,-31.21052593,-0.099970876,0.490193098,-21.78078099,1.558426155
1.085525866,1.770313856,-0.188605588,5.988309113,0.630527253,-6.180118898,1.588809719,16.82291605,-0.925339218,-0.047459332,22.39372724,-9.01960892
-2.146437241,-8.426071712,-1.632915078,-6.239020257,-1.330245369,-4.534083465,-8.550018544,-62.2590426,-0.95231738,-0.233202058,-42.09026963,-6.064666583
0.981135094,6.377245206,0.075841726,2.167162173,-3.083374028,-15.29953517,8.147960885,57.44752098,-0.841912429,2.172463538,20.39992778,0.98475507
0.075883746,0.646581879,0.481134715,4.375065135,1.159551613,5.69787653,3.516516252,23.68714959,1.181172728,0.204311422,17.11186335,7.123870536
-0.622961675,0.883778876,-0.290478002,-1.0458937,-2.68642067,-14.51162543,0.466292336,3.05309831,-0.970778371,0.999059019,0.911674214,-3.486246854
0.613031581,6.036672883,1.887664125,5.455313928,1.263824481,11.41220871,1.975978306,12.65894882,0.610599495,0.155218079,28.08742939,5.127737061
-0.83934669,4.311075245,-1.588855143,-3.554565545,0.336493759,2.533405286,4.635621554,31.3207624,-1.312057736,0.350457558,3.304237663,-7.523336343
0.148672922,0.531345715,-2.25650476,-0.69794336,-1.968599464,-6.543528491,2.569439774,17.46349954,-1.422979373,0.80709782,-1.795314984,-9.5367376
-2.049584856,-1.89142888,2.040041796,0.935229426,0.794117225,-1.405504782,-2.010094635,-13.3670828,-0.342600647,-0.515229143,-4.479193054,-4.257112215
0.549605236,-0.583909929,1.462317629,2.624412852,3.044756547,8.412617821,-0.683937254,-18.24232019,1.490172633,0.093505884,-1.547294237,9.17908434
0.045868786,-0.695851078,0.126089688,-3.037348309,-1.1958437,-7.986844178,-2.271113186,-6.94652621,-1.756623721,0.207906538,-8.641360317,-11.02555282
-1.063933543,-4.152741673,-0.463375738,-3.967952918,0.538569836,1.893596469,-1.101233172,-5.614833448,-0.196943397,1.474936988,-18.97907703,2.250804836
3.162904547,3.278745928,-1.439131635,1.374507793,-1.013941694,-7.924998279,1.360697224,13.99853359,-1.279710943,0.597748125,5.260008144,-7.507389923
0.916376645,2.882431878,2.450912462,7.4566358,2.138141442,8.283826418,5.074292354,31.50507682,1.247449533,0.636138797,27.92786636,9.783457557
-0.682696536,-3.73806902,0.073851722,0.184562882,2.169692717,13.5579132,-3.1020412,-19.28727055,1.290983802,-0.806112845,0.773380672,4.48156181
2.941056619,4.890115115,1.218148449,2.359437579,-1.949494978,-5.018154577,1.32035954,15.37940025,0.222385168,-0.483030386,16.84504079,-1.11276377
0.429131927,-2.430604297,-0.263794427,-0.678442704,2.286746691,5.16060012,-0.996389284,7.923758409,0.114280849,0.730634434,-1.878072117,1.885413585
0.012338969,4.034368826,1.646447002,-0.282794715,-0.701597101,-7.926074067,3.002450288,16.18143409,0.964425325,1.04876595,4.047873699,8.328314095
-1.016209282,-4.790318585,1.477511385,2.584331336,-2.281319471,-0.988001357,-2.265346143,-12.1489437,0.114858362,1.391591195,-3.633894431,3.815194396
0.497343637,-0.19261735,-1.021315018,-3.003444648,1.422238818,7.003094368,1.928100191,7.291589308,-0.735268693,0.851703298,-7.869193011,-3.023306355
-3.878673849,-11.55591843,-0.789470072,-7.193424288,0.31754057,-4.760296433,-9.896575403,-62.52170923,-0.46191876,-0.200099093,-47.22129918,-2.662369749
0.647443537,-1.001159746,0.689323678,-0.948403732,-0.509798864,-11.81656138,0.292020351,-4.068391343,0.524386645,-1.489741539,-4.094101213,-2.230727244
-0.470924971,-4.433107017,-2.39210152,-7.013530942,2.495597444,10.46255625,-5.877230894,-37.84153998,1.2178805,-1.415592452,-26.89866247,3.996912334
-2.240562431,-3.609366461,-0.167317177,1.783078812,-0.849815082,-5.483731747,-6.380278755,-44.99685336,-0.278081459,-1.535052551,-12.64150662,-6.903185458
1.316509753,2.840703856,-1.020538265,-2.193262116,0.772261,-4.550157658,0.817358088,2.883518386,-0.324707061,-1.199823136,3.847072389,-6.468782576
-0.590300694,-0.766330447,-1.797393253,-2.63982521,0.187255555,0.703177043,-2.239993079,-9.965657236,0.308040153,-0.857945343,-7.622994907,0.47620695
2.073543168,6.500748329,-1.155018678,2.290494561,-0.592077832,1.437571838,8.402022673,49.29561,-0.846302336,0.568395507,24.24546023,-5.41343053
2.297503657,9.535508078,-1.147331425,-7.003444172,-1.792747885,-2.36760487,5.42372965,39.16038219,-0.279735453,0.314357624,4.622928386,-0.870299083
-2.619817431,-2.350960308,0.848796115,-0.359504459,2.140958644,7.241626867,-5.564760611,-26.97882204,1.114625309,-0.200209238,-4.914431161,5.961129242
-0.111878015,1.811732037,0.765767984,0.179044433,-0.537951996,-7.407623637,2.326425842,9.26139054,-0.537368369,0.964968785,0.47223915,-1.832751377
2.002200263,0.762027382,1.829223515,7.591237115,2.265212875,8.520242879,-0.067966203,10.22321752,0.223262398,-0.154182573,24.8262883,1.739466126
1.050160518,-1.866571842,0.269856533,3.623351054,0.630664402,5.258970194,-3.974915409,-34.41157583,0.138586841,-1.038909059,0.381568972,-0.816377954
2.842494431,7.152827924,2.008456284,-0.342522534,0.535276953,0.340362801,7.95026821,58.90258307,-0.587410563,1.284344961,18.47656705,-0.071668133
0.706770677,-2.563625564,2.449297289,2.89889998,0.833609543,3.073251094,0.0949447,6.256851439,-0.678156389,0.775938373,2.30582884,-0.337704968
0.644732167,0.116378446,2.486629802,4.416730215,-0.633613733,2.805269956,1.472898194,4.438760876,0.278468631,0.056192928,16.46754472,1.788718564
0.229452732,-1.446736288,-1.281926523,-1.073636705,-0.172956302,-6.049341261,1.805902339,1.807215976,-1.039726128,0.809239282,-9.52533739,-4.267583605
0.042026994,1.899957754,-2.041392867,-3.64761175,-2.092901714,-3.240183034,0.122740669,-1.103922693,-1.001371537,0.693921209,-11.72683121,-3.817535241
1.424614737,7.46347482,0.664509211,2.736696479,-0.275065055,-10.75898164,1.347911772,8.144841618,-1.088650965,-2.029526492,21.38728885,-11.21137152
1.127361103,-1.310404809,1.213459185,2.273388419,2.507230852,9.813441404,-1.634478423,-16.23988346,1.15833567,-0.520650105,9.963492768,6.371522063
-1.074855153,-3.073416039,-0.204783307,-0.857663046,0.216580014,8.788173637,-1.278107358,-10.82255119,1.45860954,-0.329444467,-12.76347011,9.173612338
-2.104426787,-2.65695437,1.428096633,0.507970217,-1.128863414,-8.099688379,-3.04596706,-18.31373807,-0.778766246,-0.528694879,-8.720907795,-6.561178877
2.443519436,9.321710771,-1.170443726,-3.948692648,1.594593797,14.85759113,5.660837223,50.99686087,0.523002864,0.423128027,10.30976386,4.412867441
-0.798312106,-2.256452793,0.029736032,1.79904317,1.044483312,11.78519283,-4.546020379,-12.39290469,1.532660161,0.471354674,-2.781123369,11.64489157
2.194090501,2.876359165,-1.701430012,-2.046324541,-1.728359201,-8.491553118,-1.21492705,5.916275865,0.422618583,-1.932397903,7.52732198,-2.560065368
0.457116386,4.820743581,-0.073397833,-0.76930345,-0.27072281,-4.246953826,7.247520978,46.1472468,0.784138068,0.384559065,7.910337133,7.329185951
1.114411102,2.545004689,0.277746167,-2.765073347,-0.077385202,-1.499032327,2.071762319,15.80371148,-0.581051464,0.169599877,-2.982825914,-3.684719677
-3.043184962,-10.71090955,-1.037654449,-1.023345709,-1.465569607,-9.2149885,-6.551545541,-45.75734244,-1.248361566,0.253845913,-21.66773939,-8.713593874
1.212924989,2.525818118,-2.045483663,-2.205268415,0.587377137,-2.316601433,2.169377813,2.937007737,0.822177822,-0.647510864,3.15841647,5.033654649
0.969647759,3.299546997,-1.593579591,-1.89625263,0.016630414,3.253413547,1.491239345,16.30773478,0.390562812,-0.622777615,2.670798924,-0.336361147
-0.372333091,-1.23018718,0.734020168,3.675102997,-0.697400253,-6.017136962,-0.087996479,-7.758895997,-0.100116159,-1.226707162,7.870051563,-3.487739374
-1.018360613,-3.716581849,0.233132438,1.398989276,0.658722164,1.422908977,0.147921145,-7.67827303,0.549489926,0.270009121,-8.944217737,3.791941176
-2.403124017,-2.206595817,0.069154224,-4.307961089,-3.689957129,-10.15105138,-4.012592791,-17.26881641,-1.518208344,-0.150076345,-19.38296186,-9.487082963
0.727082894,2.0295712,1.073527161,-3.805711315,1.819379243,6.084272684,4.334213272,26.55990957,0.282415135,0.42295747,1.185227846,5.065282906
1.759244068,2.762647038,-0.152463871,-0.908557651,-1.787673306,-0.043572709,4.492110633,23.83117082,-1.120732207,0.132199909,3.374616668,-6.211098749
0.370640739,-7.851748541,-0.355663756,-4.523333487,-0.383006493,0.115821133,-10.73804993,-66.59860768,1.325907059,-1.648261459,-27.37864032,2.391691327
1.247970167,-1.289883821,1.393779169,-2.238613336,0.960256517,11.80417284,-0.130382768,2.837691375,0.241048327,-0.163430268,-7.100587787,2.00662994
1.338563866,4.939353886,-2.509607053,-2.823355301,0.914355686,3.367948211,2.712289672,22.59909853,1.651915375,0.482378153,2.235174759,11.89798207
0.096696582,-1.105608812,0.51723458,0.524353496,-0.644257447,-8.122186469,0.437518344,-5.678092896,-0.434297727,-0.110377656,-0.639231735,-2.488255688
0.397118384,-0.286725599,0.941420499,2.961671309,-0.77937542,1.427733659,-0.61003827,-4.824556084,-0.357600769,-1.194693597,5.201686167,-6.025127015
-0.145256554,-2.652686088,-0.462273584,-0.339949594,-1.57218888,1.421369058,-1.485755221,-10.31135535,-0.317298204,1.07569808,-8.512338682,-0.337490835
-1.576169276,-4.531438404,1.907179959,4.650239626,-0.222149774,4.070810612,-2.980832905,-23.15471496,1.450601936,1.047644049,-6.500193255,11.04139301
-1.254190492,-2.79617229,0.165409534,-3.921457661,-1.210866992,-8.638132212,-5.3495915,-41.69184713,-0.082689318,-0.485254411,-20.54034467,-3.109937494
-0.807237964,-1.646219718,1.330407489,5.61972832,-2.700980315,-9.065369396,-1.867695902,-13.66416258,-0.991547596,-0.346592031,1.479790717,-6.329786799
0.057140945,4.497521394,0.944034516,3.4699233,-0.596227206,-2.321187357,2.105183217,28.34883817,0.775885013,-0.497899162,23.03257322,2.70318159
-1.363466886,-5.535837809,-3.525378976,-6.059999086,3.412501837,5.935550525,-3.524666792,-24.84707868,0.377594484,0.0868035,-30.1702345,2.410029745
0.031701174,-0.574726795,2.232464839,7.045870477,1.196605491,15.76027356,0.063808703,-0.83333776,0.933044575,1.095194597,15.01681148,8.913359678
1.69033047,2.66263156,-0.411018893,-1.883922046,-2.008293408,-12.73464137,1.752847638,19.76480213,-0.989548177,0.529491604,4.462903353,-4.211847243
2.730403012,4.126823415,0.750618774,0.435628543,-0.046718928,-0.366015351,2.254537268,18.26549279,0.470346727,0.563304103,11.67937448,5.239259941
-2.015255584,-3.146965243,0.44284243,2.66924733,1.597074546,4.004090534,-3.699045922,-20.44790077,-0.070479004,0.141976464,-5.864741844,0.466928367
1.507097712,1.744542602,0.430153942,0.393181149,-0.446634061,-4.130350571,1.881093533,15.4625917,-0.838903127,-0.169812636,12.84158985,-4.827246722
